CAGR | ABB | Mar 2019 | fcf_cagr_5yr_flag=ZERO_BASE
CAGR | BANKBARODA | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BANKBARODA | Mar 2018 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BANKBARODA | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2021 | pat_cagr_3yr_flag=TURNAROUND
CAGR | BHARTIARTL | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHARTIARTL | Mar 2021 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHARTIARTL | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | BHARTIARTL | Mar 2024 | pat_cagr_3yr_flag=TURNAROUND
CAGR | BHEL | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | BHEL | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2021 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | BHEL | Mar 2024 | pat_cagr_3yr_flag=TURNAROUND
CAGR | CANBK | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2018 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | CANBK | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2021 | pat_cagr_3yr_flag=TURNAROUND
CAGR | CANBK | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | DLF | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | DLF | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | GODREJCP | Mar 2024 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | HINDALCO | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | HINDALCO | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | INDIGO | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2021 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2022 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2023 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | INDIGO | Mar 2024 | pat_cagr_3yr_flag=TURNAROUND
CAGR | IOC | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | IOC | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2017 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2018 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2019 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2020 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2021 | pat_cagr_3yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2022 | pat_cagr_3yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | JSWSTEEL | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | JSWSTEEL | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | M&M | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | M&M | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | NAUKRI | Mar 2017 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | NAUKRI | Mar 2018 | pat_cagr_3yr_flag=TURNAROUND
CAGR | NAUKRI | Mar 2020 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | NAUKRI | Mar 2023 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | PNB | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2018 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2019 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | PNB | Mar 2021 | pat_cagr_3yr_flag=TURNAROUND
CAGR | PNB | Mar 2022 | pat_cagr_3yr_flag=TURNAROUND
CAGR | SBIN | Mar 2017 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | SBIN | Mar 2018 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | SBIN | Mar 2020 | pat_cagr_3yr_flag=TURNAROUND
CAGR | SBIN | Mar 2021 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATACONSUM | Mar 2016 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATACONSUM | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATAMOTORS | Mar 2019 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2020 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2021 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2022 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | TATAMOTORS | Mar 2023 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATAMOTORS | Mar 2024 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2016 | pat_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | TATASTEEL | Mar 2017 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATASTEEL | Mar 2018 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2019 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2020 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2024 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2016 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TRENT | Mar 2017 | pat_cagr_3yr_flag=TURNAROUND
CAGR | TRENT | Mar 2021 | pat_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2024 | pat_cagr_3yr_flag=TURNAROUND
CAGR | ADANIENSOL | Mar 2019 | pat_cagr_5yr_flag=ZERO_BASE
CAGR | ADANIENSOL | Mar 2020 | pat_cagr_5yr_flag=TURNAROUND
CAGR | ADANIGREEN | Mar 2022 | pat_cagr_5yr_flag=TURNAROUND
CAGR | ADANIGREEN | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | ADANIGREEN | Mar 2024 | pat_cagr_5yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2018 | pat_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2019 | pat_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2020 | pat_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2022 | pat_cagr_5yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2024 | pat_cagr_5yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2018 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BANKBARODA | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | BHARTIARTL | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BHARTIARTL | Mar 2021 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2021 | pat_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | CANBK | Mar 2018 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | CANBK | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | DLF | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | GODREJCP | Mar 2024 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | HINDALCO | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | INDIGO | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2021 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2022 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2023 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | IOC | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2018 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2019 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2020 | pat_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2022 | pat_cagr_5yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2024 | pat_cagr_5yr_flag=TURNAROUND
CAGR | JSWSTEEL | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | M&M | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | NAUKRI | Mar 2020 | pat_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | NAUKRI | Mar 2022 | pat_cagr_5yr_flag=TURNAROUND
CAGR | NAUKRI | Mar 2023 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2018 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2019 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | PNB | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | PNB | Mar 2024 | pat_cagr_5yr_flag=TURNAROUND
CAGR | SBIN | Mar 2018 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | SBIN | Mar 2022 | pat_cagr_5yr_flag=TURNAROUND
CAGR | SBIN | Mar 2023 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATACONSUM | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATAMOTORS | Mar 2019 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2020 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2021 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2022 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2024 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2018 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2020 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2021 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2022 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2024 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2018 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TRENT | Mar 2019 | pat_cagr_5yr_flag=TURNAROUND
CAGR | TRENT | Mar 2021 | pat_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | ADANIENSOL | Mar 2024 | pat_cagr_10yr_flag=ZERO_BASE
CAGR | ADANIPOWER | Mar 2023 | pat_cagr_10yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2024 | pat_cagr_10yr_flag=TURNAROUND
CAGR | GODREJCP | Mar 2024 | pat_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2023 | pat_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | NAUKRI | Mar 2023 | pat_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | TATASTEEL | Mar 2023 | pat_cagr_10yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2024 | pat_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2023 | pat_cagr_10yr_flag=TURNAROUND
CAGR | TRENT | Mar 2024 | pat_cagr_10yr_flag=TURNAROUND
CAGR | ADANIENSOL | Mar 2017 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | ADANIENSOL | Mar 2018 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | ADANIGREEN | Mar 2020 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | ADANIGREEN | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | ADANIGREEN | Mar 2022 | eps_cagr_3yr_flag=TURNAROUND
CAGR | ADANIGREEN | Mar 2023 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | ADANIPOWER | Mar 2016 | eps_cagr_3yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2017 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2018 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2019 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | ADANIPOWER | Mar 2020 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2022 | eps_cagr_3yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BANKBARODA | Mar 2018 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BANKBARODA | Mar 2019 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BHARTIARTL | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHARTIARTL | Mar 2021 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHARTIARTL | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BHARTIARTL | Mar 2024 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BHEL | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2019 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BHEL | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2021 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | BHEL | Mar 2024 | eps_cagr_3yr_flag=TURNAROUND
CAGR | CANBK | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2018 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2019 | eps_cagr_3yr_flag=TURNAROUND
CAGR | CANBK | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | CANBK | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | DLF | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | DLF | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | GODREJCP | Mar 2024 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | HINDALCO | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | HINDALCO | Mar 2019 | eps_cagr_3yr_flag=TURNAROUND
CAGR | INDIGO | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2021 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2022 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2023 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | INDIGO | Mar 2024 | eps_cagr_3yr_flag=TURNAROUND
CAGR | IOC | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | IOC | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2017 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2018 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2019 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2020 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2022 | eps_cagr_3yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | JSWENERGY | Mar 2021 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | JSWSTEEL | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | JSWSTEEL | Mar 2019 | eps_cagr_3yr_flag=TURNAROUND
CAGR | NAUKRI | Mar 2017 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | NAUKRI | Mar 2020 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | NAUKRI | Mar 2023 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | PNB | Mar 2016 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2018 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2019 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | PNB | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | PNB | Mar 2022 | eps_cagr_3yr_flag=TURNAROUND
CAGR | SBIN | Mar 2018 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | SBIN | Mar 2020 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | SBIN | Mar 2021 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TATACONSUM | Mar 2019 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | TATAMOTORS | Mar 2019 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2020 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2021 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2022 | eps_cagr_3yr_flag=BOTH_NEGATIVE
CAGR | TATAMOTORS | Mar 2023 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TATAMOTORS | Mar 2024 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TATAPOWER | Mar 2016 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | TATAPOWER | Mar 2017 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2017 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TATASTEEL | Mar 2018 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2019 | eps_cagr_3yr_flag=ZERO_BASE
CAGR | TATASTEEL | Mar 2020 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2024 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2016 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TRENT | Mar 2017 | eps_cagr_3yr_flag=TURNAROUND
CAGR | TRENT | Mar 2021 | eps_cagr_3yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2024 | eps_cagr_3yr_flag=TURNAROUND
CAGR | ADANIENSOL | Mar 2019 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | ADANIENSOL | Mar 2020 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | ADANIGREEN | Mar 2022 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | ADANIGREEN | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | ADANIGREEN | Mar 2024 | eps_cagr_5yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2018 | eps_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2019 | eps_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2020 | eps_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | ADANIPOWER | Mar 2022 | eps_cagr_5yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2024 | eps_cagr_5yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2018 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BANKBARODA | Mar 2021 | eps_cagr_5yr_flag=TURNAROUND
CAGR | BANKBARODA | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | BHARTIARTL | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BHARTIARTL | Mar 2021 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | BHEL | Mar 2021 | eps_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | CANBK | Mar 2018 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | CANBK | Mar 2021 | eps_cagr_5yr_flag=TURNAROUND
CAGR | CANBK | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | DLF | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | GODREJCP | Mar 2024 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | HINDALCO | Mar 2021 | eps_cagr_5yr_flag=TURNAROUND
CAGR | INDIGO | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2021 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2022 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2023 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | IOC | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2018 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2019 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | JINDALSTEL | Mar 2020 | eps_cagr_5yr_flag=BOTH_NEGATIVE
CAGR | JINDALSTEL | Mar 2021 | eps_cagr_5yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2022 | eps_cagr_5yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | JINDALSTEL | Mar 2024 | eps_cagr_5yr_flag=TURNAROUND
CAGR | JSWENERGY | Mar 2023 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | JSWSTEEL | Mar 2021 | eps_cagr_5yr_flag=TURNAROUND
CAGR | NAUKRI | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | NAUKRI | Mar 2022 | eps_cagr_5yr_flag=TURNAROUND
CAGR | NAUKRI | Mar 2023 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2018 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2019 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | PNB | Mar 2021 | eps_cagr_5yr_flag=TURNAROUND
CAGR | PNB | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | PNB | Mar 2024 | eps_cagr_5yr_flag=TURNAROUND
CAGR | SBIN | Mar 2018 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | SBIN | Mar 2022 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | SBIN | Mar 2023 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TATACONSUM | Mar 2021 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | TATAMOTORS | Mar 2019 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2020 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2021 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2022 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TATAMOTORS | Mar 2024 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TATAPOWER | Mar 2018 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | TATAPOWER | Mar 2019 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2018 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2020 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2021 | eps_cagr_5yr_flag=ZERO_BASE
CAGR | TATASTEEL | Mar 2022 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2024 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | TRENT | Mar 2018 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TRENT | Mar 2019 | eps_cagr_5yr_flag=TURNAROUND
CAGR | TRENT | Mar 2021 | eps_cagr_5yr_flag=DECLINE_TO_LOSS
CAGR | ADANIENSOL | Mar 2024 | eps_cagr_10yr_flag=ZERO_BASE
CAGR | ADANIPOWER | Mar 2023 | eps_cagr_10yr_flag=TURNAROUND
CAGR | ADANIPOWER | Mar 2024 | eps_cagr_10yr_flag=TURNAROUND
CAGR | GODREJCP | Mar 2024 | eps_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | INDIGO | Mar 2023 | eps_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | NAUKRI | Mar 2023 | eps_cagr_10yr_flag=DECLINE_TO_LOSS
CAGR | TATAPOWER | Mar 2023 | eps_cagr_10yr_flag=ZERO_BASE
CAGR | TATAPOWER | Mar 2024 | eps_cagr_10yr_flag=TURNAROUND
CAGR | TATASTEEL | Mar 2023 | eps_cagr_10yr_flag=TURNAROUND
